code,perrin_source,perrin_supp_source,serjeant_source
M10,"L. Majs. Zh. Obshch. Khim. 29, 561 (1959); CA 54, 342c.","J. Menin, J.F. Giudicelli and H. Najer. Compt. Rend. 259, 3563 (1964).","E. A. McCoy and L. L. McCoy, J. Org. Chem. 33, 2354 (1968)."
M11,"A. Marckinkow and E. Plazek. Roczniki Chem. 16, 395 (1936).","J. Menin, J.F. Giudicelli and H. Najer. Compt. Rend. 261, 766 (1965).","L. L. McCoy, J. Am. Chem. Soc. 89, 1673 (1967)."
M12,"D. W. Margerum, R. I. Bystroff, and C. V. Banks. J. Am. Chem. Soc. 78, 4211 (1956).","U. Mazzucato, G. Cauzzo and G. Favaro. Ric. Sci., Rend. Sez. A 3, 309 (1963); CA 59, 11694g.","L. L. McCoy and G. Nachtigall, J. Am. Chem. Soc. 85, 1321 (1963)."
M13,"B. C. Marks and G. C. Schweiker. J. Am. Chem. Soc. 80, 5789 (1958).","U. Mazzucato and N. Mongiat. Ric. Sci., Rend. Sez. A. 3, 317 (1963); CA 59, 11695c.","D. J. MacDonald, J. Org. Chem. 33, 4559 (1968)."
M14,"P. B. Marshall. Brit. J. Pharmacol. 10, 270 (1955).","D. Michailova, R. Natscheva and J. Gagansov. Arch. Pharm. (Weinheim) 303, 607 (1970).","P. D. McDonald and G. A. Hamilton, J. Am. Chem. Soc. 95, 7752 (1973)."
M15,"H. P. Marshall and E. Grunwald. J. Am. Chem. Soc. 76, 2000 (1954).","N.M. Milyaeva. Zh. Neorg. Khim. 3, 2011 (1959).","R. W. McGilvery, Biochemistry 4, 1924 (1965)."
M16,"J. R. Marshall and J. Walker. J. Chem. Soc. 1951, 1004.","J. Mindi and M. Vecera. Coll. Czech. Chem. Comm. 35, 950 (1970).","V. Machacek, J. Panchartek, V. Sterba and M. Vecera, Collect. Czech. Chem. Commun. 35, 844 (1970)."
M17,"R. B. Martin. J. Am. Chem. Soc. 82, 6053 (1960).","R. Miquel, A. Lattes and P. Maraval. Bull. Soc. Chim. France 1962, 303.","J. A. MacLaren, Aust. J. Chem. 21, 1891 (1968)."
M18,"R. B. Martin, M. Chamberlin, and J. T. Edsall. J. Am. Chem. Soc. 82, 495 (1960).","S. Mizukami and E. Hirai. J. Org. Chem. 31, 1199 (1966).","L. B. Magnusson, C. A. Craig and C. Postmus, J. Am. Chem. Soc. 86, 3958 (1964)."
M19,"R. B. Martin and J. T. Edsall. Bull. Soc. Chim. Biol. 40, 1763 (1958).","Y. Mizuno, M. Ikehara, T. Itoh and K. Saito. J. Org. Chem. 28, 1837 (1963).","L. B. Magnusson, C. Postmus and C. A. Craig, J. Am. Chem. Soc. 85, 1711 (1963)."
M20,"R. B. Martin and J. T. Edsall. J. Am. Chem. Soc. 82, 1107 (1960).","R.B. Moodie, P.D. Wale and T.J. Whaite. J. Chem. Soc. 1963, 4273.","H. L. Mahalaha, M. K. Dave and D. D. Sharma, J. Indian Chem. Soc. 45, 413 (1968)."
M21,"R. B. Martin, J. T. Edsall, D. B. Wetlaufer, and B. R. Hollingworth. J. Biol. Chem. 233, 1429 (1958).","Y.V. Morozov, N.P. Bazhulina, M.Y. Karpeiskii, V.I. Ivanov and A.I. Kuklin. Biofizika 11, 228 (1966); CA 65, 1620f.","L. A. Mai, J. Gen. Chem. USSR (Engl. Transl.) 30, 1109 (1960)."
M22,"R. B. Martin and J. O. Lissfelt. J. Am. Chem. Soc. 78, 938 (1956).","S.D. Morrett and D.F. Swinehart. J. Phys. Chem. 67, 717 (1963).","S. G. Mairanovskii, N. Y. Grigoreva, N. V. Barashkova and V. F. Kucherov, Bull. Acad. Sci. USSR, Div. Chem. Sci. (Engl. Transl.) 1963, 219."
M23,"R. B. Martin, S. Lowey, E. L. Elson, and J. T. Edsall. J. Am. Chem. Soc. 81, 5089 (1959).","S. Mukai, G. Kano and T. Wakamatsu. Mem. Fac. Eng. Kyoto Univ. 24, 270 (1962); CA 58, 2191e.","J. Majer and E. Dvorakova, Chem. Zvesti 16, 402 (1963); CA 64, 7652e."
M24,"R. B. Martin and A. Parcell. J. Am. Chem. Soc. 83, 4830 (1961).","L.E. Munday. J. Chem. Soc. 1961, 4372.","J. Majer, R. Karlicek and B. Kopecka, Collect. Czech. Chem. Commun. 35, 1066 (1970)."
M25,"R. B. Martin and A. Parcell. J. Am. Chem. Soc. 83, 4835 (1961).","T.R. Musgrave and C.E. Mattson. Inorg. Chem. 7, 1433 (1968).","J. Majer, M. Kotoucek and E. Dvorakova, Chem. Zvesti 20, 242 (1966); CA 65, 3304h."
M26,"A. Marxer. Helv. Chim. Acta 37, 166 (1954).",,"L. Majs, Zhur. Obshch. Khim. 26, 3206 (1956); CA 51, 111c."
M27,"J. F. Masi and S. B. Knight. J. Am. Chem. Soc. 67, 1558 (1945).",,"O. Makitie, Suom. Kemistil. B 33, 207 (1960)."
M28,"S. F. Mason. J. Chem. Soc. 1954, 2071. ",,"O. Makitie, Maatalouden Tutkimuskeskus Maantutkimuslaitos 1961, (79); CA 56, 2035b."
M29,"S. F. Mason. J. Chem. Soc. 1958, 674.",,"O. Makitie, Suom. Kemistil. B 35, 1 (1966)."
M30,"S. F. Mason. J. Chem. Soc. 1959, 1247.",,"O. Makitie, Suom. Kemistil. B 39, 23 (1966); CA 64, 18508f."
M31,"S. F. Mason. J. Chem. Soc. 1960, 22.",,"O. Makitie, Suom. Kemistil. B 39, 26 (1966)."
M32,"S. F. Mason. J. Chem. Soc. 1960, 219.",,"O. Makitie, Suom. Kemistil. B 39, 282 (1966)."
M33,"R. Mathur and and H. Lal. J. Org. Chem. 63, 439 (1959).",,"O. Makitie, Acta Chem. Scand. 22, 2703 (1968)."
M34,"M. May and W. A. Felsing. J. Am. Chem. Soc. 73, 406 (1951).",,"O. Makitie and V. Konttinen, Acta Chem. Scand. 23, 1459 (1969)."
M35,"J. MeIville and G. M. Richardson. Biochem. J. 29, 187 (1935).",,"O. Makitie and H. Saarinen,Anal. Chim. Acta 46, 314 (1969)."
M36,"A. Meretoja. Suomen Kemistilehti 21B, 24 (1948).",,"O. Makitie and H. Saarinen, Suom. Kemistil. B 42, 394 (1969); CA 72, 25710f."
M37,"A. Meretoja and R. Linko. Suomen Kemistilehti 23B, 26 (1950); CA 44, 1075d.",,"O. Makitie and H. Saarinen, J. Inorg. Nucl. Chem. 32, 2800 (1970)."
M38,"L. Meriwether and F. H. Westheimer. J. Am. Chem. Soc. 78, 5119 (1956).",,"O. Makitie, H. Saarinen and H. Mattinen, Suom. Kemistil. B 43, 340 (1970); CA 74, 7145n."
M39,"W. S. Metcalf. Mew Zealand J. Sci. Technol. 27B, 242 (1945).",,"O. Makitie, K. Soininen and H. Saarinen, Suom. Kemistil. B 41, 246 (1971); CA 69, 54844w."
M40,"D. E. Metzler and E. E. Snell. J. Am. Chem. Soc. 77, 2431 (1955).",,"O. Makitie, K. Soininen and H. Saarinen, Suom. Kemistil. B 41, 261 (1971)."
M41,"O. Meyerhof and K. Lohmann. Biochem. Z. 196, 49 (1928).",,"O. Makitie and E. Toivanen, Acta Chem. Scand. 24, 2247 (1970)."
M42,"L. Michaelis and S. Granick. J. Am. Chem. Soc. 64, 1861 (1942).",,"P. G. Malan and H. Edelhoch, Biochemistry 9, 3205 (1970)."
M43,"L. Michaelis, E. S. Hills, and M. P. Schubert. Biochem. Z. 255, 66 (1932).",,"M. Malat, Anal. Chim. Acta 25, 289 (1961)."
M44,"L. Michaelis, M. P. Schubert, and C. V. Smythe. J. Biol. Chem. 116, 587 (1936).",,"M. Malat, Collect. Czech. Chem. Commun. 26, 1877 (1961)."
M45,"B. L. Mickel and A. C. Andrews. J. Am. Chem. Soc. 77, 5291 (1955).",,"S. Mandel and A. K. Dey, J. Inorg. Nucl. Chem. 30, 1221 (1968)."
M46,"W. K. Miller, S. B. Knight, and A. Roe. J. Am. Chem. Soc. 72, 4763 (1950).",,"F. Manok, C. Varhelyi and I. Mikulas, Stud. Univ. Babes-Bolyai, Ser. C Chim. 15, 139 (1970); CA 75, 26064x."
M47,"A. Miller and H. Waelsch. J. Am. Chem. Soc. 76, 6195 (1954).",,"K. R. Manolov, Nauch. Tr., Vissh Inst. Kranit. Vkusova Prom., Plovdiv. 14, 247 (1967); CA 72, 54572t."
M48,"R. Miquel, A. Lattes, and P. Maraval. Bull. Soc. Chim. France 1962, 303.",,"G. H. Mansfield and M. C. Whiting, J. Chem. Soc. 1956, 4761."
M49,"P. H. Mitchell and J. P. Greenstein. J. Gen. Physiol. 14, 255 (1930).",,"A. L. Markman, G. B. Ostrobrod and E. K. Abdusalamova, Izv. Vyssh. Ucheb. Zavedenii, Khim. Khim. Tekhnol 12, 97 (1969); CA 71, 7058z."
M50,"S. Miyamoto and K. Michima. Kyoritsu Yakka Daigaku Kenkyu Nempo, 4, 12 (1958); CA 53, 14649h.",,"P. Maroni and J. P. Calmon, Bull. Soc. Chim. Fr. 1964, 519."
M51,"S. Miyamoto and C. L. A. Schmidt. J. Biol. Chem. 90, 165 (1931).",,"D. J. Martin and C. E. Griffin, J. Organomet. Chem. 1, 292 (1964)."
M52,"M. Mizutani. Z. Physik. Chem. 116, 350 (1925); 118, 327 (1926).",,"D. J. Martin and C. E. Griffin, J. Org. Chem. 30, 4034 (1965)."
M53,"T. Moeller and R. Ferrus. J. Phys. Chem. 64, 1083 (1960).",,"D. M. G. Martin and C. B. Reese, J. Chem. Soc. (C) 1968, 1731."
M54,"C. B. Monk. Trans. Faraday Soc. 47, 285 (1951).",,"R. P. Martin and R. A. Paris, Bull. Soc. Chim. Fr. 1963, 1600."
M55,"J. A. Moore and J. Binkert. J. Am. Chem. Soc. 81, 6045 (1959).",,"R. P. Martin and R. A. Paris, Bull. Soc. Chim. Fr. 1964, 80."
M56,"T. S. Moore and T. F. Winmill. J. Chem. Soc. 101, 1635 (1912).",,"S. F. Mason, J. Chem. Soc. 1959, 1247."
M57,"P. Morch. Arch. Pharm. Chemi 55, 550 (1948); CA 43, 2093i.",,"T. A. Mastryukova, T. A. Melentyeva, A. E. Shipov and M. I. Kabachnik, J. Gen. Chem. USSR (Engl. Transl.) 29, 2145 (1959)."
M58,"M. Mousseron and P. Froger. Bull. Soc. Chim. France 1947, 843.",,"N. Matell and S. Lindenfors, Acta Chem. Scand. 11, 324 (1957)."
M59,"M. Mousseron and R. Granger. Bull. Soc. Chim. France 1947, 850.",,"K. S. Math, K. A. Venkatachalam and M. B. Kabadi, J. Indian Chem. Soc. 36, 65 (1959)."
M60,"F. Miiller. Z. Elektrochem. 30, 587 (1924).",,"J. G. Mather and J. Shorter, J. Chem. Soc. 1961, 4744."
M61,"R. K. Murmann. J. Am. Chem. Soc. 80, 4174 (1958).",,"M. Matsukawa, M. Ohta, S. Takata and R. Tsuchiya, Bull. Chem. Soc. Jpn. 38, 1235 (1965)."
M62,"R. K. Murmann and F. Basolo. J. Am. Chem. Soc. 77, 3484 (1955).",,"B. N. Mattoo, Trans. Faraday Soc. 53, 760 (1957)."
M63,,,"B. N. Mattoo, Z. Phys. Chem. (Frankfurt am Main) 12, 232 (1957)."
M64,,,"B. N. Mattoo, Trans. Faraday Soc. 54, 19 (1958)."
M65,,,"B. N. Mattoo, Z. Phys. Chem. (Frankfurt am Main) 22, 187 (1959)."
M66,,,"B. V. Matveev and G. G. Tsybaeva, J. Gen. Chem. USSR (Engl. Transl.) 34, 2512 (1964)."
M67,,,"H. G. Mautner, J. Am. Chem. Soc. 78, 5292 (1956)."
M68,,,"H. G. Mautner and E. M. Clayton, J. Am. Chem. Soc. 81, 6270 (1959)."
M69,,,"W. E. Mayberry, J. E. Rall, M. Berman and D. Bertoli, Biochemistry 4, 1965 (1965)."
M70,,,"R. Meilleur and R. L. Benoit, Can. J. Chem. 47, 2569 (1969)."
M71,,,"F. M. Menger and J. A. Donohue, J. Am. Chem. Soc. 95, 432 (1973)."
M72,,,"J. L. Meyer and J. E. Bauman, J. Chem. Eng. Data 15, 404 (1970)."
M73,,,"W. J. Middleton and R. V. Lindsey, J. Am. Chem. Soc. 86, 4948 (1964)."
M74,,,"P. K. Migal and A. V. Ivanov, J. Gen. Chem. USSR (Engl. Transl.) 37, 355 (1967)."
M75,,,"P. B. Mikhelson and V. I. Kozachek, J. Anal. Chem. USSR (Engl. Transl.) 21, 1112 (1966)."
M76,,,"R. M. Milburn and L. M. Venanzi, Inorg. Chim. Acta 2, 97 (1968)."
M77,,,"M. H. Miles, E. M. Eyring, W. W. Epstein and R. E. Ostlund, J. Phys. Chem. 69, 467 (1965)."
M78,,,"C. O. Miller, F. Skoog, F. S. Okumura, M. H. Von Saltza and F. M. Strong, J. Am. Chem. Soc. 78, 1375 (1956)."
M79,,,"D. M. Miller and R. A. Latimer, Can. J. Chem. 40, 246 (1962)."
M80,,,"F. J. Millero, J. C. Ahluwalia and L. G. Hepler, J. Chem. Eng. Data 10, 199 (1965)."
M81,,,"S. Milstien and T. H. Fife, J. Am. Chem. Soc. 89, 5820 (1967)."
M82,,,"I. Minamida, Y. Ikeda, K. Uneyama, W. Tagaki and S. Oae, Tetrahedron 24, 5293 (1968)."
M83,,,"J. Minczewski, E. Grzegrzolka and K. Kasiura, Chem. Anal. (Warsaw) 13, 601 (1968); CA 70, 25293f."
M84,,,"J. Minczewski and Z. Skorko-Trybula, Talanta 10, 1063 (1963)."
M85,,,"S. Misumi and M. Aihara, Bull. Chem. Soc. Jpn. 39, 2677 (1966)."
M86,,,"S. Miyamoto and E. Brochmann-Hanssen, J. Pharm. Sci. 51, 552 (1962)."
M87,,,"H. Miyata, Bull. Chem. Soc. Jpn. 36, 382 (1963)."
M88,,,"H. Miyata, Bull. Chem. Soc. Jpn. 36, 386 (1963)."
M89,,,"H. Miyata, Bull. Chem. Soc. Jpn. 37, 426 (1964)."
M90,,,"H. Miyata, Bull. Chem. Soc. Jpn. 40, 1875 (1967)."
M91,,,"H. Miyata, Bull. Chem. Soc. Jpn. 40, 2815 (1967)."
M92,,,"M. Miyazaki, Y. Moriguchi and K. Ueno, Bull. Chem. Soc. Jpn. 41, 838 (1968)."
M93,,,"T. Moeller and S. K. Chu, J. Inorg. Nucl. Chem. 28, 153 (1966)."
M94,,,"T. Moeller and R. Ferrus, J. Inorg. Nucl. Chem. 20, 261 (1961)."
M95,,,"T. Moeller and R. Ferrus, Inorg. Chem. 1, 49 (1962)."
M96,,,"T. Moeller and M. Hseu, J. Inorg. Nucl. Chem. 24, 1635 (1962)."
M97,,,"T. Moeller and L. C. Thompson, J. Inorg. Nucl. Chem. 24, 499 (1962)."
M98,,,"D. Monnier and C. Jegge, Helv. Chim. Acta 40, 513 (1957)."
M99,,,"G. E. Mont and A. E. Martell, J. Am. Chem. Soc. 88, 1387 (1966)."
M100,,,"C. E. Moore and R. Peck, J. Org. Chem. 20, 673 (1955)."
M101,,,"E. G. Moorhead and N. Sutin, Inorg. Chem. 5, 1866 (1966)."
M102,,,"S. Morazzani-Pelletier and S. Meriaux, J. Chim. Phys. Phys-Chim. Biol. 63, 278 (1966)."
M103,,,"W. A. Mosher, R. N. Hively and F. H. Dean, J. Org. Chem. 35, 3689 (1970)."
M104,,,"R. J. Motekaitis and A. E. Martell, J. Am. Chem. Soc. 92, 4223 (1970)."
M105,,,"L. Moyne and G. Thomas, Anal. Chim. Acta 31, 583 (1964)."
M106,,,"A. A. Muk and M. B. Pravica, Anal. Chim. Acta 45, 534 (1969)."
M107,,,"L. M. Mukherjee and E. Grunwald, J. Phys. Chem. 62, 1311 (1958)."
M108,,,"N. A. Mukhina, K. P. Tetenchuk and M. M. Kaganskii, Zh. Vses. Khim. Obshchest. 15, 351 (1970); CA 73, 55465t."
M109,,,"T. P. C. Mulholland, R. Foster and D. B. Haycock, J. Chem. Soc., Perkin Trans. 1 1972, 2121."
M110,,,"Y. Murakami, Bull. Soc. Chem. Jpn. 35, 52 (1962)."
M111,,,"Y. Murakami, H. Kondo and A. E. Martell, J. Am. Chem. Soc. 95, 7138 (1973)."
M112,,,"Y. Murakami, K. Nakamura and M. Tokunaga, Bull. Chem. Soc. Jpn. 36, 669 (1963)."
M113,,,"Y. Murakami and J. Sunamoto, Bull. Chem. Soc. Jpn. 44, 1939 (1971)."
M114,,,"Y. Murakami, J. Sunamoto and H. Ishizu, Bull. Chem. Soc. Jpn. 45, 590 (1972)."
M115,,,"Y. Murakami, J. Sunamoto and N. Kanamoto, Bull. Chem. Soc. Jpn. 46, 871 (1973)."
M116,,,"Y. Murakami, J. Sunamoto and N. Kanamoto, Bull. Chem. Soc. Jpn. 46, 1730 (1973)."
M117,,,"Y. Murakami, J. Sunamoto, S. Kinuwaki and H. Honda, Bull. Chem. Soc. Jpn. 46, 2187 (1973)."
M118,,,"Y. Murakami, J. Sunamoto, H. Sadamori, H. Kondo and M. Takagi, Bull. Chem. Soc. Jpn. 43, 2518 (1970)."
M119,,,"Y. Murakami and M. Takagi, Bull. Chem. Soc. Jpn. 37, 268 (1964)."
M120,,,"Y. Murakami and M. Takagi, J. Phys. Chem. 72, 116 (1968)."
M121,,,"Y. Murakami and M. Takagi, J. Am. Chem. Soc. 91, 5130 (1969)."
M122,,,"Y. Murakami, M. Takagi and H. Nishi, Bull. Chem. Soc. Jpn. 39, 1197 (1966)."
M123,,,"Y. Murakami and M. Tokunaga, Bull. Chem. Soc. Jpn. 37, 1562 (1964)."
M124,,,"A. Murata, T. Suzuki and T. Ito, Bunseki Kagaku 14, 630 (1965); CA 63, 12296b."
M125,,,"C. B. Murphy and A. E. Martell, J. Biol. Chem. 226, 37 (1957)."
M126,,,"J. Murto, Acta Chem. Scand. 18, 1043 (1964)."
M127,,,"O. S. Musailov, B. A. Dunai and N. P. Komar, J. Anal. Chem. USSR (Engl. Transl.) 23, 123 (1968)"
M128,,,"H. Musso and H. G. Matthies, Chem. Ber. 94, 356 (1961)."
M129,,,"I. S. Mustafin, A. N. Ivanova and N. F. Lisenko, J. Anal. Chem. USSR (Engl. Transl.) 20, 13 (1965)."
N1,"F. C. Nachod. Z. Physik. Chem. A182, 193 (1938).","S. Nagakura, A. Minegishi and K. Stanfield. J. Am. Chem. Soc. 79, 1033 (1957).","K. Nagano and D. E. Metzler, J. Am. Chem. Soc. 89, 2891 (1967)."
N2,"K. Nakamoto and A. E. Martell. J. Am. Chem. Soc. 81, 5857 (1959).","K. Nagano and D.E. Metzler. J. Am. Chem. Soc. 89, 2891 (1967).","K. Nagata, A. Umayahara and R. Tsuchiya, Bull. Chem. Soc. Jpn. 38, 1059 (1965)."
N3,"K. Nakamoto and A. E. Martell. J. Am. Chem. Soc. 81, 5863 (1959).","K.L. Nagpal and M.M. Dhar. Tetrahedron 23, 1297 (1967).","H. S. K. Nair, Trans. Faraday Soc. 57, 1988 (1961)."
N4,"N. Naqvi, E. L. Amma, Q. Fernando, and R. Levine. J. Phys. Chem. 65, 218 (1961).","H. Najer, J. Armand, J. Menin and N. Voronine. Compt. Rend. 260, 4343 (1965).","V. S. K. Nair and G. H. Nancollas, J. Chem. Soc. 1961, 4367."
N5,"N. Naqvi and Q. Fernando. J. Org. Chem. 25, 551 (1960).","H. Najer, J. Menin, B. Caitlaux and G. Petry. Compt. Rend. C 266, 628 (1968).","V. S. K. Nair and S. Parthasarathy, J. Inorg. Nucl. Chem. 32, 3289 (1970)."
N6,"R. Nasanen, Suomen Kemistilehti 26B, 69 (1953); CA 48, 11882b.","H. Najer, J. Menin and J.F. Giudicelli. Compt. Rend. 259, 2868 (1964).","V. S. K. Nair and S. Parthasarathy, J. Inorg. Nucl. Chem. 32, 3293 (1970)."
N7,"R. Nasanen, Suomen Kemistilehti 28B, 123 (1955); CA 49, 12126h.","G. Nakagawa and H. Wada. Nippon Kagaku Zasshi 83, 1098 (1962); CA 59, 12143d.","V. S. K. Nair and S. Parthasarathy, J. Inorg. Nucl. Chem. 32, 3297 (1970)."
N8,"R. Nasanen, Suomen Kemistilehti 28B, 161 (1955); CA 50, 8299e.","R. Näsänen and M. Koskinen. Acta Chem. Scand. 18, 1337 (1964).","K. Nakanishi, N. Suzuki and F. Yamazaki, Bull. Chem. Soc. Jpn. 34, 53 (1961)."
N9,"R. Nasanen, Suomen Kemistilehti 34B, 4 (1961).","R. Näsänen, M. Koskinen, M.L. Alatalo, L. Adler and S. Koskela. Suomen Kemistilehti B 40, 124 (1967).","S. Nakashima, H. Miyata and K. Toei, Bull. Chem. Soc. Jpn. 40, 870 (1967)."
N10,"R. Nasanen and A. Ekman. Acta Chem. Scand. 6, 1384 (1952).","R. Näsänen, M. Koskinen, L. Anttila and M.L. Korvola. Suomen Kemistilehti B 39, 122 (1966).","S. Nakashima, H. Miyata and K. Toei, Bull. Soc. Chem. Jpn. 41, 2632 (1968)."
N11,"R. Nasanen, P. Lumme, and A. L. Mukula. Acta Chem. Scand. 5, 1199 (1951).","R. Näsänen, M. Koskinen, R. Salonen and A. Kiiski. Suomen Kemistilehti B 38, 81 (1965).","G. H. Nancollas and A. C. Park, Inorg. Chem. 7, 58 (1968)."
N12,"R. Nasanen and E. Uusitalo. Acta Chem. Scand. 8, 112 (1954).","R. Näsänen and P. Merilainen. Suomen Kemistilehti B 36, 97 (1963).","G. H. Nancollas and D. J. Poulton, Inorg. Chem. 8, 680 (1969)."
N13,"R. Nasanen and E. Uusitalo. Suomen Kemistilehti 28B, 17 (1955); CA 49, 8671c.","R. Näsänen and P. Merilainen. Suomen Kemistilehti B 36, 205 (1963).","A. Napoli, Talanta 15, 189 (1968)."
N14,"R. Nasanen and E. Uusitalo. Suomen Kemistilehti 29B, 11 (1956); CA 51, 1698f.","R. Näsänen, P. Merilainen and M. Koskinen. Suomen Kemistilehti B 35, 59 (1962).","A. Napoli, J. Inorg. Nucl. Chem. 32, 1907 (1970)."
N15,"J. B. Neilands, A. Neuberger, and J. J. Scott. J. Am. Chem. Soc. 82, 214 (1960).","R. Näsänen, P. Merilainen and M. Koskinen. Suomen Kemistilehti B 36, 9 (1963).","R. Nasanen, Suom. Kemistil. B 30, 61 (1957)."
N16,"B. Neivelt, E. C. Mayo, J. H. Tiers, D. H. Smith, and G. W. Wheland. J. Am. Chem. Soc. 73, 3475 (1951).","R. Näsänen, P. Merilainen and M. Koskinen. Suomen Kemistilehti B 36, 110 (1963).","O. Navratil, Collect. Czech. Chem. Commun. 29, 2490 (1964)."
N17,"A. N. Nesmeyanov, L. I. Zakharkin, and R. K. Freidlina. Izv. Akad. Nauk S.S.S.R., Otdel. Khim. Nauk, 1958, 841; CA 53, 11111.","R. Näsänen, P. Merilainen and S. Lukkari. Suomen Kemistilehti B 36, 135 (1963).","O. Navratil and J. Kotas, Collect. Czech. Chem. Commun. 30, 2736 (1965)."
N18,"A. Neuberger. Biochem. J. 30, 2085 (1936).","R. Näsänen, P. Tilus and A.M. Rinne. Suomen Kemistilehti B 39, 45 (1966).","O. Navratil and J. Liska, Collect. Czech. Chem. Commun. 33, 987 (1968)."
N19,"A. Neuberger. Proc. Roy. Soc. (London) A158, 68 (1937).","R. Näsänen, I. Virtamo and P. Merilainen. Suomen Kemistilehti B 37, 67 (1964).","O. Navratil and J. Liska, Collect. Czech. Chem. Commun. 33, 991 (1968)."
N20,"A. Neuberger and J. J. Scott. Proc. Roy. Soc. (London) A213, 307 (1952).","J.B. Neilands. Arch. Biochem. Biophys. 62, 151 (1956).","R. Nayan and A. K. Dey, Z. Naturforsch., Teil B 25, 1453 (1970)."
N21,"N. Neuss, H. E. Boaz, and J. W. Forbes. J. Am. Chem. Soc. 76, 2463 (1954).","M.S. Newman and J. Blum. J. Am. Chem. Soc. 86, 1835 (1964).","V. A. Nazarenko and G. V. Flyantikova, J. Gen. Chem. USSR (Engl. Transl.) 35, 213 (1965)."
N22,"J. C. Nevenzel, W. E. Shelberg, and C. Niemann. J. Am. Chem. Soc. 71, 3024 (1949).","B.E. Norcross, D. Becker, R.I. Cukier and R.M. Schultz. J. Org. Chem. 32, 220 (1967).","V. A. Nazarenko, G. V. Flyantikova and G. G. Shitareva, Zh. Vses. Khim. Obshchest. 13, 233 (1968); CA 69, 70645n."
N23,"C. E. Newall and A. M. Eastham. Can. J. Chem. 39, 1752 (1961).","D. Northcott and R.B. Robertson. J. Phys. Chem. 73, 1559 (1969).","V. A. Nazarenko, N. V. Lebedeva and E. A. Biryuk, Zh. Vses. Khim. Obshchestva im D. I. Mendeleeva 9, 589 (1964); CA 62, 2695f."
N23a,,"M.S. Novakovskii and V.S. Provotar. Zh. Obshch. Khim. 38, 1679 (1968).",
N24,"W. C. Nicholas and W. C. Fernelius. J. Phys. Chem. 65, 1047 (1961).","D.S. Noyce and M.J. Jorgenson. J. Am. Chem. Soc. 84, 4312 (1962).","V. A. Nazarenko, N. V. Lebedeva and L. I. Vinarova, Russ. J. Inorg. Chem. (Engl. Transl.) 15, 330 (1970)."
N25,"I. S. Nielson and C. G. Wolffbrandt. Dansk. Tidsskr. Farm. 14, 113 (1940).","D.S. Noyce and P.A. Kittle. J. Org. Chem. 30, 1896 (1965).","V. A. Nazarenko, N. V. Lebedeva and L. I. Vinarova, Russ. J. Inorg. Chem. (Engl. Transl.) 15, 1557 (1970)."
N26,"C. Niemann, R. N. Lewis, and J. T. Hayes. J. Am. Chem. Soc. 64, 1678 (1942).","M.H.T. Nyberg and M. Cefola. Arch. Biochem. Biophys. 111, 321 (1965).","V. A. Nazarenko, L. Ngoc-Thu and R. M. Dranitskaya, J. Anal. Chem. USSR (Engl. Transl.) 22, 302 (1967)."
N27,"L. F. Nims and P. K. Smith. J. Biol. Chem. 101, 401 (1933).","M.H.T. Nyberg and M. Cefola. Arch. Biochem. Biophys. 115, 327 (1966).","V. A. Nazarenko and S. Y. Vinkovetskaya, J. Anal. Chem. USSR (Engl. Transl.) 22, 153 (1967)."
N28,"J. E. Noll, B. F. Daubert, and J. L. Speier. J. Am. Chem. Soc. 73, 3871 (1951).",,"A. A. Neimysheva, V. I. Savchuk and I. L. Knunyants, J. Gen. Chem. USSR (Engl. Transl.) 36, 520 (1966)."
N29,"L. B. Norton. Ind. Eng. Chem. 32, 241 (1940).",,"J. L. Nichols and B. G. Lane, Can. J. Biochem. 44, 1633 (1966)."
N30,"Y. Nozaki, F. R. N. Gurd, R. F. Chen, and J. T. Edsall. J. Am. Chem. Soc. 79, 2123 (1957).",,"G. Nickless, F. H. Pollard and T. J. Samuelson, Anal. Chim. Acta 39, 37 (1967)."
N31,"P. Nylen. Tijdschr. Kjemi Bergvesen 18, 48 (1938); CA 32, 8888.",,"O. Y. Nieland and S. V. Kalnin, J. Org. Chem. USSR (Engl. Transl.) 4, 132 (1968)."
N32,"C. J. Nyman, E. W. Murbach, and G. B. Millard. J. Am. Chem. Soc. 77, 4194 (1955).",,"A. Ninomiya and K. Toei, Nippon Kagaku Zasshi 90, 655 (1969)."
N33,,,"F. F. Noe and L. Fowden, Biochem. J. 77, 543 (1960)."
N34,,,"C. G. Nordstrom and J. J. Lindberg, Suom. Kemistil. B 38, 291 (1965)."
N35,,,"C. G. Nordstrom, J. J. Lindberg and L. J. Karumaa, Suom. Kemistil. B 36, 105 (1963)."
N36,,,"S. S. Novikov, V. M. Belikov, A. A. Fainzilberg, L. V. Ershova, V. I. Slovetskii and S. A. Shevelev, Bull. Acad. Sci. USSR, Div. Chem. Sci. (Engl. Transl.) 1959, 1773."
N37,,,"S. S. Novikov, I. S. Ivanov, G. V. Bogdanova, T. A. Alekseeva and Y. V. Konnova, Bull. Acad. Sci. USSR, Div. Chem. Sci. (Engl. Transl.) 1966, 719."
N38,,,"S. S. Novikov, V. N. Slovetskii, V. M. Belikov, I. M. Zavilovich and L. V. Epishina, Bull. Acad. Sci. USSR, Div. Chem. Sci. (Engl. Transl.) 1962, 480."
